"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"322","Fine Artists, Including Painters, Sculptors, and Illustrators",3.25,3.25,2.88,2.5,3.5,0,1.75,0.5,0.5,3,2.38,2.5,1.88,1.75,1,2.75,2.12,2.25,2.38,2.75,2.38,0.5,2.62,3.25,0,0,2.75,2.88,3,2.25,2.5,2.12,2.62,1.5,2.62,"Level"
"323","Fire Inspectors",3.75,4,3.5,3.12,3.88,0.25,0.38,0,3.25,3.75,3.25,1.12,1.12,2.75,2.88,3.5,2.62,2.75,3.62,2.75,3.12,0.88,4.12,4.25,0.38,3,3.12,2.75,3.88,3.38,3.5,1,3.25,2.75,3.88,"Level"
"324","Fire Investigators",3.5,4.25,3.38,3.38,4.12,0.12,0.62,0,2.75,3.62,3.25,0.88,1,1.88,3,3.5,2.5,2.12,2,0.38,3,0.62,1.88,4,0.25,3.38,2.88,3.38,4.12,2.88,2.75,0.25,3.12,2.25,3.75,"Level"
"325","Fire-Prevention and Protection Engineers",4,4,4,3,4.12,0,1.5,0.25,3,4,3.62,3,3,3.12,3.38,3.62,3,1.75,2.88,4,3.12,1.5,3.38,4.12,0,3.75,3.12,3,3.88,3.88,3.88,3.12,3.75,2.88,4,"Level"
"326","First-Line Supervisors of Agricultural Crop and Horticultural Workers",3,3.62,3.12,3.62,3.12,2.75,1.88,0.12,3,3.5,3,3.12,3,3.62,2.88,3.62,3.12,3.12,3.25,2.75,3.12,0.62,3,3.62,2.75,2.12,2.88,3.5,3.5,3,3,0.38,3.38,2.88,3,"Level"
"327","First-Line Supervisors of Animal Husbandry and Animal Care Workers",3.75,3.62,3.38,3.75,3.62,2.38,2.5,0,3.38,3.5,3.62,3.5,3.12,3.88,3,4.12,3.38,2.62,2.5,2.38,3.62,0.75,3.38,3.75,2.38,3,3.25,3.75,3.75,3.12,3.25,1,3.75,2.5,3.75,"Level"
"328","First-Line Supervisors of Aquacultural Workers",3.75,3.75,3.38,4,3.88,2.38,2.12,0,3.38,3.75,3.38,3.38,3.38,4,3.12,4.12,3.38,2.88,3.12,2.88,3.62,0.5,3.38,4,2,2.75,2.62,3.75,4,3.5,3.38,1.25,4,2.25,3.88,"Level"
"329","First-Line Supervisors of Construction Trades and Extraction Workers",3,3.88,3,3.75,3.25,2.25,2.38,0.12,3,3,3,2.12,2.38,3.75,3.12,3.25,3.12,3,3.12,2.88,3.25,0.25,3,3.62,1.88,1.38,3,3.5,3.5,2.88,3,1,3.62,2.38,3,"Level"
"330","First-Line Supervisors of Correctional Officers",3.12,3.88,3.12,4,4,0,0.25,0,3.5,3.12,3.38,1.12,1.75,4,2.12,4.12,3.12,1.62,1.75,2.12,3.5,0.5,2.12,4,0,0.5,3,3.88,3.88,3,3,0.62,4,1,3.62,"Level"
"331","First-Line Supervisors of Food Preparation and Serving Workers",3.25,3.38,3,4,4,0.5,0.62,0,3.12,3,3.12,2.62,2.62,3.5,2.75,3.75,3.12,2,2.25,1.62,3,0.5,2.62,3.75,0,0.12,3.5,3.62,3.88,3,3.5,0.62,3.62,1.38,3.12,"Level"
"332","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.88,3.88,3.12,3.75,3.75,0,0.25,0,3.12,3.12,3.38,2.38,2.5,3.62,2.38,3.5,3.38,1.75,2.25,1.88,3.38,0.38,2.25,3.75,0,0.25,2.75,3.62,3.75,2.88,3,0.62,3.62,1.25,3.38,"Level"
"333","First-Line Supervisors of Housekeeping and Janitorial Workers",2.88,3,2.62,3.5,3.12,1.25,0.75,0,3,2.88,3,2.75,3,3.75,2.12,3.75,3.12,2.25,2.38,1.88,2.88,0,2.62,3.25,0.75,0.12,3.12,3.5,3.5,2.38,2.25,0.38,3.75,2,3.25,"Level"
"334","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3,3.62,3.25,3.88,3.75,1.5,1.38,0.25,3,3,3.12,2.12,2.62,3.5,2.75,3.62,3,2.88,3,2.12,3.25,0.62,2.75,3.5,1.38,0.38,3,3.62,3.75,2.75,2.75,0.75,3.5,2,3.12,"Level"
"335","First-Line Supervisors of Logging Workers",3,3.75,3.75,3.75,3.62,2.88,2.88,0,3,3.12,3,2.38,3,3.88,2.62,4,3,3.88,3.62,2.88,3.62,0,3.12,3.75,2.88,0.62,3,3.25,3.62,3.38,3.5,1.25,3.88,3,3,"Level"
"336","First-Line Supervisors of Mechanics, Installers, and Repairers",3.88,3.75,3.62,3.75,3.88,3.38,2.62,1.38,3.62,3.5,3.75,4,3.62,4,3.38,4.12,3.5,3.12,3.38,2.62,3.62,0.75,3.62,4,3.38,1.5,3.38,3.75,4,3.62,3.38,1.25,4,3.62,3.62,"Level"
"337","First-Line Supervisors of Non-Retail Sales Workers",3.62,4,3.75,3.75,3.88,0,0,0,4,3.75,3.62,3.38,3.12,4,3.12,4.25,3.75,0.5,1,2.62,3.88,0.5,1.75,4,0,0.12,3.38,4,4,3.25,3.62,0.62,3.75,0,3.88,"Level"
"338","First-Line Supervisors of Office and Administrative Support Workers",3.75,3.88,3.25,3.75,3.88,0,0,0,3.62,3.12,3.75,2.62,2.62,3.75,2.75,4,3.62,0.25,2,2.5,3.5,1,2.75,3.75,0,0,3.5,3.88,4,3,3,0.62,3.75,1.38,3.75,"Level"
"339","First-Line Supervisors of Personal Service Workers",3,3.75,3.12,3.5,3.75,0,0,0,3.12,3.12,3,1.88,2.12,3.62,2.12,3.5,3.12,1,2.12,1.38,3.25,0.38,2.5,3.5,0,0.62,3,3.75,3.75,2.88,3,0.62,3.88,1,3.12,"Level"
"340","First-Line Supervisors of Police and Detectives",3.75,4.38,3.88,4.12,4.38,0.12,0,0,3.88,3.62,3.88,3.25,2.75,4.12,2.75,4.5,3.38,2.12,2.5,2.62,4.25,1,2.25,4,0,1.75,3.25,4,4.12,3.25,3.38,0.88,4.12,1.38,4,"Level"
"341","First-Line Supervisors of Production and Operating Workers",3.25,3.75,3.5,3.88,3.88,2.25,2.12,0.38,3.25,3.25,3.25,2.75,2.62,3.88,2.5,3.5,3.12,2.62,3.25,3,3.12,0.25,3.12,3.62,2.38,0.88,2.88,3.75,3.88,3.12,3,1.12,3.88,2.5,3.75,"Level"
"342","First-Line Supervisors of Retail Sales Workers",3.5,3.38,3.5,3.5,3.75,0,0,0,3.62,3.12,3.5,3.25,2.62,3.62,3.12,4,3.62,1.62,2,2.25,3.75,0.88,2.62,3.75,0,0.25,3.5,3.75,3.75,3,3.25,0.88,3.62,1.25,3.5,"Level"
"343","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",3.12,3.62,3.5,3.5,3.5,1.88,0.5,0,3,3.5,3,2.38,2.88,3.5,2,3.5,3,2.25,2.62,2.88,3.12,0.38,2.25,3.75,2,0.25,3,3.38,3.75,3.12,3.12,0.38,4,2,3.38,"Level"
"344","Fish and Game Wardens",3.5,3.75,3.25,3.38,4,1.88,1.25,0,3.12,3.25,3,0.75,0.62,2.88,2.88,3.5,2.88,2.88,2.62,2.5,3.38,0.5,2.75,4.12,1.88,2.75,3.12,3.5,3.62,3.25,3.25,0.75,3,1.88,3.38,"Level"
"345","Fishers and Related Fishing Workers",2.5,2.38,2.62,3,3,2.5,2.25,0.38,2.5,2.62,2.5,1.62,1.38,3.25,1.62,3.12,3.12,3.12,3,1,2.38,0,2.5,2.62,2.88,1.12,2.25,2.5,2.88,1,1.62,0,2.62,2.5,2.38,"Level"
"346","Fitness and Wellness Coordinators",3.5,3.75,3.12,3.75,3.88,0.62,1.38,0,3.62,3.38,3.5,3.25,3,3.38,2.62,3.88,3.38,1,1.75,1,3.75,0.88,1.88,3.88,0.25,1.38,3.5,3.75,4,3.12,3.12,1.62,3.38,1.25,3.75,"Level"
"347","Fitness Trainers and Aerobics Instructors",2.88,3.25,2.75,3,3,1.25,1.12,0,3.62,2.88,3.5,0.12,0.88,2.62,0.62,3.5,1.75,1,1.62,2.62,3,0,1.62,3,0.12,1,3.38,3.38,3.38,2.38,2.62,1.25,2.88,1.75,2.75,"Level"
"348","Flight Attendants",2.62,3.25,2.75,3.38,3.75,0,0,0,2.62,2.88,2.38,0.5,1.25,2,1.75,3.25,2.62,1.38,2.12,1,2.75,0.38,2.12,3.38,0,0.5,3.88,3.25,3.5,1.75,1.88,0.62,2.62,1.62,2.62,"Level"
"349","Floor Layers, Except Carpet, Wood, and Hard Tiles",2.5,3,2.5,3.12,2.88,0,0.88,0,2.5,2.25,1.88,0.12,0.25,1.75,2.12,3.12,2.25,2.12,2.12,1.38,2.5,0,1.5,2.38,0,0.38,2.38,2.25,2.62,1.25,1.25,0.38,2.38,0.88,2.25,"Level"
"350","Floor Sanders and Finishers",2.38,2.5,2.5,2.88,2.38,2,1.5,0,2.12,2.38,1.88,0.38,0.38,1.75,1.12,2.75,1.5,2.62,2.62,0.62,1.5,0,2.38,2.25,1.75,0.38,2.12,2.25,2.38,1.12,1.25,0.5,2.5,2.12,1.88,"Level"
"351","Floral Designers",2.88,3.12,2.62,2.88,3.38,0,0.62,0,2.25,2.75,2.12,1.75,2.25,2.25,2.12,2.88,2.5,0.38,0.38,2.75,2.88,0.38,1.38,3,0,0.25,3,3,3.38,1.88,1.5,0.5,2.88,0,2.75,"Level"
"352","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.62,2.5,2.62,2.75,2.88,2.5,1.88,1,2.62,2.5,2.5,0,0.25,2.25,0.5,3,2,3,3.5,1.5,2.25,0,3,2.75,2.12,1.12,2,2.38,2.62,1.38,1.38,0.5,2.38,2.25,2.75,"Level"
"353","Food Batchmakers",2.25,2.75,2.75,3,3,1.75,1,0,2.25,2.5,1.75,0,0.5,2,2.12,2.88,1.62,3,3,2.12,1.62,0.25,2.12,3,1,1.5,1.88,2.75,2.75,1.12,1.12,0.38,2.62,2,2.75,"Level"
"354","Food Cooking Machine Operators and Tenders",2.38,2.5,2.12,2.88,2.38,1.88,1.38,0,2.25,2.25,2,0.38,0.88,1.88,1.88,2.88,1.62,3,3.12,0.88,1.38,0.38,2.88,2.62,1.12,0.88,1.88,2.5,2.12,1.38,1.12,0.88,2.12,2,2.62,"Level"
"355","Food Preparation Workers",1.5,2.25,1.88,2.38,2,0,0.5,0,1.75,1.88,1.75,0.25,0.12,1.5,1.5,2.12,1.25,0.75,1.25,0.12,1.38,0,1.88,1.88,0,0,2.12,2,2,1,1.12,0.12,2.12,1.12,1.62,"Level"
"356","Food Science Technicians",3.25,3.38,3,3,3.62,2.12,1.88,0,3.12,3,2.88,0.75,1.75,2.62,3.12,3.12,2.12,1.5,2.88,0.88,2.12,0.5,3.12,4,1.88,3.25,2.38,3,3.25,2.25,2.5,0.5,2.88,1.88,3.25,"Level"
"357","Food Scientists and Technologists",3.88,3.88,4,3.62,4.25,0.38,0.88,0,3.5,3.88,3.12,1.38,1.5,3,3.12,4,3.5,2.25,3,1.5,3.5,0.88,3.5,4.25,0.38,3.12,3.12,3.38,3.75,3.5,3.5,1.25,3.62,2.12,4,"Level"
"358","Food Servers, Nonrestaurant",1.75,2.25,1.62,2.5,2.12,0,0.25,0,1.75,2.12,1.62,0.75,0.75,1.5,1.75,2.38,1,0.75,1,0.5,1.62,0,1.62,2,0,0,2.12,2.62,2.25,0.88,0.75,0.62,2,0.75,1.88,"Level"
"359","Food Service Managers",3.75,3.25,3.12,3.75,4,1.88,1.25,0,3.5,3.25,3.25,3.38,3.38,3.75,2.62,3.62,3.62,1.88,2.38,3.12,3.38,0.38,2.38,3.75,1.75,1.62,3.62,3.75,3.5,2.62,2.88,0.62,3.62,2.25,3.25,"Level"
"360","Foreign Language and Literature Teachers, Postsecondary",4.12,4.5,3.5,3.12,4,0,0,0,4.38,3.62,4.38,0.25,0.88,3,1.75,4.12,2.75,0,0.5,2.62,2.88,1.12,1.38,5,0,1.75,3.12,3.5,4.88,3,3.12,0.62,3.38,0,4.88,"Level"
"361","Forensic Science Technicians",3.62,4.25,3.62,3.38,4,1.75,2.38,0,3.75,3.75,3.38,1.12,1,3,3.12,3.5,2.25,2.88,2.62,1.62,3.12,1.25,2.25,4.38,1.5,3.25,2.88,3.38,4.12,3,2.62,0.88,3.25,2.12,4.12,"Level"
"362","Forest and Conservation Technicians",3.12,3.5,3.38,3.62,3.62,1.88,2.25,0.88,3.12,3.62,3.38,1.38,2.12,3.38,3.38,3.75,2.38,2.75,2.5,1.25,2.62,1.75,2.88,3.88,1.75,2.12,2.88,3.25,3.5,2.62,2.88,1.25,3.25,1.75,3.38,"Level"
"363","Forest and Conservation Workers",2.62,2.88,2.75,3.38,3.12,2,2.12,0,2.5,2.88,2.62,1.38,1.75,2.38,2.12,3.12,2,2.88,2.88,1.5,2.5,0.62,2.12,3.12,2,1.5,2.62,2.88,3,2.62,2.25,0.75,2.62,2,2.5,"Level"
"364","Forest Fire Fighting and Prevention Supervisors",3.88,3.88,4,4.12,4,2.5,2.12,0,3.5,4,3.38,1.38,2.25,3.88,3,4.25,2.88,3.12,3.12,3,3.38,0.38,3.12,3.88,1.88,2,3.25,3.5,4,3.25,3.38,1.25,3.88,2.5,3.75,"Level"
"365","Forest Fire Inspectors and Prevention Specialists",3.25,3.25,3.25,3.75,3.62,1.12,0.75,0,2.5,3.25,2.5,0.75,1.75,3.38,2.5,3.38,3.12,2.25,2.62,1.38,3,0.62,2.12,3.38,0.38,2.12,3,3,3.25,3.12,3.12,0.75,3.25,1.88,3.12,"Level"
"366","Forest Firefighters",3,3.62,3.25,3.88,3.62,2.88,2.75,0.25,3,3.38,2.62,0.88,1.62,2.75,2.38,3.62,2.88,3.38,3.25,0.38,3,0.38,3.25,3.5,3,0.38,3.5,3.38,3.38,3,2.88,1,3.38,2.88,2.88,"Level"
"367","Foresters",3.62,3.88,4.12,4.12,4.25,0,1.75,0,3.12,4.38,3,2.38,2.62,3.5,3.62,4.38,3.75,3.12,3,2.75,3.38,0.38,2.25,4,0,3.38,3,3.38,3.75,4.38,3.88,2,3.62,0.62,4.12,"Level"
"368","Forestry and Conservation Science Teachers, Postsecondary",4.25,4.5,4,3.12,4.12,0,0,0,4.75,3.62,4.25,1.5,1.88,3,3,4,2.88,1,1,2.75,3.25,1,0.62,5,0,3.38,3.12,3.5,4.88,3.25,3.12,0.5,3.38,0,5,"Level"
"369","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.38,2.88,2.88,2.5,2.75,2.25,1.5,0.62,1.88,2.5,1.88,0.25,0.5,1.62,1.75,2.88,1.75,3,3.12,1.12,2.12,0.25,3.25,2.88,2.25,0.5,1.62,2.25,2.62,1.25,1.25,0.88,2.5,2.75,2.62,"Level"
"370","Foundry Mold and Coremakers",1.75,2.25,2.25,2.25,2.62,0.25,1.25,0.5,1.75,2.12,0.38,0.75,1.12,1.88,1.88,2.88,1.62,1.38,2.12,1.12,1.75,0,2,2,0.25,0.25,1.38,2.12,1.88,0,1.12,0,2.5,2,1.88,"Level"
"371","Fraud Examiners, Investigators and Analysts",3.38,4.25,3.38,3.5,4.12,0,0,0,3.25,3.62,3,1.88,1.5,3,2.88,3.38,3.38,1.25,2,0.38,3.38,0.75,0.5,4.25,0,0.62,3,3.38,4.12,3.12,3.12,0.5,3.38,0,4.12,"Level"
"372","Freight and Cargo Inspectors",2.88,3.25,3,3.12,3.25,0,0,0,2.75,3.25,2.5,1,1.12,2.88,2.38,3.25,2.12,2.75,2.88,1.75,2.38,0.38,2.88,3.62,0,2,2.62,3,3.38,2.5,2.12,0.62,3.12,1.75,3.38,"Level"
"373","Freight Forwarders",3.12,3.38,3.12,3.25,3.38,0,0,0,2.75,3.12,3,2.38,2,2.62,3,3.25,3.38,0,1.5,1,3.25,0.75,0.38,3.25,0,0,3.25,3.12,3.38,3.12,3.12,0.62,3.25,0,3.25,"Level"
"374","Fuel Cell Engineers",3.75,4,3.5,3.12,4.12,2.25,2.5,0.88,3.25,3.88,3.12,1.88,2.88,3.12,3.88,3.75,2.88,2.88,3.5,3.12,3.12,2,3.12,4.62,2.75,3.88,2.88,3.12,3.75,4,4,3.25,3.5,3.12,4,"Level"
"375","Fundraisers",3.25,3.88,3.25,4.25,3.88,0,0.38,0,2.88,3.5,2.75,2.88,2.5,3.25,2.62,3.62,3.62,1.12,1.38,1.25,4.38,1,1.12,4.12,0,0.25,3.38,4,4.38,2.62,3,0.88,3.62,0,4.12,"Level"
"376","Funeral Attendants",1.5,3,2,3,2.75,1.25,0.62,0,1.25,2.62,1.38,1.12,1.38,1.25,1.25,2.88,1.25,1.62,1.25,0.75,1.88,0.12,1.25,2.62,0.38,0.5,3,3.25,3,1.12,1,0.5,2.5,1.12,2.38,"Level"
"377","Funeral Service Managers",3,3.62,3,3.25,3.62,0,0,0,3.38,3.12,3,2.75,2.75,3.5,2.62,3.62,3.38,1.88,2.12,0.62,3.62,0.75,2,3.75,0,0.38,4,3.62,3.88,2.62,2.62,0.75,3.62,1.12,3.62,"Level"
"378","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.38,3.12,2.62,2.5,3,1.5,0.88,0,2.12,2.12,1.5,0.25,0.38,2,2,3.12,1.88,3.25,3.5,0.62,1.5,0.25,2.75,3,1,1.12,1.75,2.12,3,1.25,1.25,0.38,2.12,2,2.62,"Level"
"379","Furniture Finishers",2.75,2.75,2.62,2.62,3,2,2.25,0,2.75,2.62,2.38,1.38,1.75,2.5,1.62,3,2,2.88,2.62,1.75,2.12,0,2.75,2.62,2,0.38,2.62,2.5,2.25,1.75,1.62,0.5,2.88,2.25,2.25,"Level"
"380","Gaming and Sports Book Writers and Runners",2.5,3.12,2.25,3,2.88,0,0,0,2.25,2.5,2.12,1.12,0.88,2.62,2.75,3.12,2,0.75,1.75,0.12,2.5,0.38,1.62,3.12,0,0.25,2.62,2.88,2.88,1.75,1,0,2.12,0.75,2.75,"Level"
"381","Gaming Cage Workers",2.25,3.25,2,2.88,3.25,0,0,0,2.75,2.38,2.12,0.38,0.12,1.88,2.88,3,2.75,0.62,0.88,0.12,2,0.25,1.75,3,0,0,3,2.75,3.12,1.12,1,0,2.5,0,3,"Level"
"382","Gaming Change Persons and Booth Cashiers",2,3.12,2.25,2.5,2.75,0.38,0.25,0,2.12,2.25,1.75,1.38,1.25,1.75,2.5,2.62,2.12,1.62,1.88,0,2.38,0.38,2.12,2.62,1.12,0,2.62,2.25,2.62,1.38,1.12,0.12,1.38,1.62,2.5,"Level"
"383","Gaming Dealers",2.5,3,2.38,2.88,2.88,0,0,0,3,2.62,2.38,0.62,0.88,2.25,2.25,3.12,2.75,0.12,2,0,2.88,0,1.88,2.5,0,0.25,3,2.88,2.88,1.88,1.75,0.5,2.62,0.88,2.75,"Level"
"384","Gaming Managers",3.62,3.88,3.25,4.12,4,0,0,0,3.75,3.88,3.62,3,2.25,3.88,3.12,4.12,3.5,0.12,1.62,2,3.75,0.62,2.38,4,0,0.75,3.75,3.75,4,3.12,3.38,0.38,4,0.75,3.75,"Level"
"385","Gaming Supervisors",3.5,3.88,3,3.75,3.88,0,0,0,3,3.5,2.62,2.25,1.12,3.38,2,3.75,3.12,0.25,0.62,0.75,3.12,0.12,1.62,3.5,0,0.88,3.5,3.88,3.88,2.88,3,0,3.5,0.38,3.12,"Level"
"386","Gaming Surveillance Officers and Gaming Investigators",3,3.38,2.25,2.88,3.75,0.38,0,0,2.88,3.12,2.62,0.38,0.38,2.38,1.38,3.62,2.75,2,2.25,0.88,2.62,0.12,1.5,3.75,0.38,0.38,2.25,3.25,3.62,2.12,2.12,0.12,2.75,0.62,3.25,"Level"
"387","Gas Compressor and Gas Pumping Station Operators",2.25,3,3,2.75,3,3.12,2.38,0.12,2.12,2.88,2.25,0.75,1.25,2,1.88,3.25,1.88,3.5,3.75,0.5,2,0.5,3,3.25,3.25,1.25,2,2.25,2.88,2.12,2.38,0.88,2.62,3.12,2.88,"Level"
"388","Gas Plant Operators",3.12,3.25,3.12,3.12,3.38,3,2.75,0.12,2.75,3,2.5,1,1.12,2.62,2.75,3.5,2.62,3.88,4.62,1.38,2.5,0.88,3.5,3.38,3,2,1.88,2.62,3.25,2.62,2.5,1.38,2.62,3.38,3,"Level"
"389","Gem and Diamond Workers",2.62,3,2.62,2.38,3.12,1.75,2.5,0,1.75,3.25,2.12,1.88,2,2,2.88,3,1.88,2.25,2.5,2.38,2.88,0,3.5,2.88,1.5,0.62,3,2.62,3,1.5,1.5,1.38,2.38,1.75,2.88,"Level"
"390","General and Operations Managers",3.62,4,3.75,3.88,4,0,0,0,3.25,3.75,3.25,3.38,3.25,3.88,2.5,4,3.62,1.75,2.62,3.12,3.5,0.62,2.12,4,0,1.12,3.12,4,4,3,3.12,1.12,3.75,1.38,3.88,"Level"
"391","Genetic Counselors",3.88,4,3.75,3,4.12,0,0,0,3.25,4,3.25,0.62,0.12,2.88,2.75,3,3,0,1.5,0.38,3,0.5,0.25,4.75,0,3.12,3.12,4,3.88,3,3.12,0.62,3.12,0,4.25,"Level"
"392","Geneticists",4,3.88,3.75,3.38,4.25,0,0.5,0,3.88,3.75,3.75,2,2.38,3.12,3.88,3.88,2.88,2.12,3,0.75,2.75,1,2.88,4.88,0,4,2.88,3.62,4.12,3.5,3.38,1.25,3.62,1.38,4.62,"Level"
"393","Geodetic Surveyors",3.88,4,3.75,3.38,4.25,1.62,2.75,0,3.38,3.88,3.5,1.62,1.88,3.5,4.75,3.88,2.25,2.75,2.25,2,2.38,2.62,3.38,4.38,1.75,3.25,2.38,3,4.12,3.12,3.12,1.25,3.62,1.88,4.12,"Level"
"394","Geographers",4,3.75,3.75,3.5,3.88,0,0.25,0,3.75,3.62,3.5,1.38,1.62,3,3.25,3.5,2.62,0.25,1.25,3.12,2.88,0.88,0.62,4.62,0,4.25,3,3.25,4.12,3.88,3.75,0.75,3.62,0,4.62,"Level"
"395","Geographic Information Systems Technicians",3.62,3.75,3.5,3.25,3.88,0.62,1.75,0.88,3.38,3.38,3,1.25,1.25,2.62,4.38,3.38,2.12,1.25,2,2.88,2.75,3,1.5,4.25,0.5,2.62,3.12,2.62,3.5,3.12,3.12,3,2.5,0.75,3.75,"Level"
"396","Geography Teachers, Postsecondary",4.25,4.38,3.62,3.5,4.12,0,0,0,4.5,3.75,4.12,1.25,1.38,3,3.12,4.12,2.5,0,0.38,2.88,3,0.88,0.75,5,0,3.88,3.12,3.38,4.88,2.88,2.88,0.5,3.38,0,5,"Level"
"397","Geological Sample Test Technicians",3.12,3.12,3,3,3.75,2.62,2.62,0,2.62,2.88,2.88,1.38,1.62,2.75,3.5,3.75,2.12,2.75,3.12,2.38,2.12,1.5,3.25,4,2.75,3.62,2.25,2.88,3.12,3,2.88,1,3,2.88,3.25,"Level"
"398","Geophysical Data Technicians",2.62,3.5,3,2.88,3,0.25,0.62,0.38,2.38,3,2,0.75,1.38,2.5,2.12,2.88,1.88,2.88,3.12,2.25,2.62,0.62,2.25,4,0.25,3.62,2.25,2.88,3.5,2.62,2.25,1.12,2.88,1.75,3.5,"Level"
"399","Geoscientists, Except Hydrologists and Geographers",3.62,4.25,4.12,3.12,4.12,0,0.88,0,3.12,3.75,3.38,1.25,1.12,2.88,4,3.38,2.88,2.12,2.5,3,3.38,1.88,2.5,4.88,0,4.25,2.75,2.88,4.25,3.38,3.38,0.75,3.12,1.12,4.5,"Level"
"400","Geospatial Information Scientists and Technologists",3.62,3.75,4,3.5,4,0,0.62,0,3.38,3.38,3.12,1.5,1.62,2.88,3.38,3.38,2.88,0.38,2.38,3.75,2.88,2.75,0.5,4.5,0,4.25,2.88,3.12,4,3.5,3.62,1.88,3.5,0,3.88,"Level"
"401","Geothermal Production Managers",3.25,3.62,3.62,3.62,3.88,2.75,2.62,0,3.5,3.62,3.38,3.75,3.25,3.88,3.75,4.38,3.38,2.88,3.5,2.38,3.38,1.25,2.88,4.25,3,2.5,3,3.62,4,3.62,3.75,1.88,3.88,3.12,3.75,"Level"
"402","Geothermal Technicians",2.88,2.75,3,3.25,3,3.38,2.62,2.75,2.62,3,2.38,1.25,1.75,2.12,2.75,3.5,1.88,3.62,3.88,1.5,2.25,1,3.12,3,3.5,1.88,2.12,2,2.62,2.75,2.62,1.62,2.62,3.5,3,"Level"
"403","Glass Blowers, Molders, Benders, and Finishers",2.88,3,2.75,2.5,3,2.38,2.25,0,2.38,2.75,2.38,1.12,1.62,2.12,2.12,3,1.88,2.88,3,1.62,2,0.38,3,3,2.38,1.25,1.75,2.62,2.75,1.75,1.88,0.88,2.62,2.5,2.62,"Level"
"404","Glaziers",2.12,2.88,2.38,3,2.88,0.5,1.5,1.38,2.12,2.38,1.88,0.88,0.75,2,2.38,3,1.38,2.88,2.62,1.62,1.5,0,2.38,2.88,0.62,0.5,2,2.62,2.75,1.75,1.88,0.88,2.5,1.62,1.88,"Level"
"405","Government Property Inspectors and Investigators",3.62,4.25,3.5,3.5,4.12,0,0.25,0,3.62,4,3.25,2,2.25,3.25,3.12,4,3.12,2.75,3.12,1.88,3.75,1.75,3.38,4.25,0,1.12,3.12,3.62,4.25,3.25,3.38,1,3.5,1.5,4.12,"Level"
"406","Graders and Sorters, Agricultural Products",1.12,2.38,1.5,2.62,2.38,0,0.25,0,0,1.62,0.12,0,0,0,0.12,2.25,1.25,0.5,0.25,0,1.5,0,0.38,1.38,0,0.25,1.38,1.88,2.25,1.12,0,0,1.75,0,1.12,"Level"
"407","Graduate Teaching Assistants",2.62,3.62,2.88,2.88,3.12,0,0,0,3.5,3,2.88,0,0.12,1.62,1.5,3,2,0,1.12,2,2.5,0.62,0.75,4,0,1.25,3,3,3.5,1.88,1.88,0.62,2.75,0.75,3.38,"Level"
"408","Graphic Designers",3.12,3.38,3.25,3.12,3.5,0,0.25,0,2.88,2.88,2.62,1.5,1.12,2.5,2.12,3.25,2.88,0,1.5,3.38,2.75,0.5,0.75,3.62,0,0.62,2.62,3,3.25,2.5,2.5,1.88,3.25,0,3.25,"Level"
"409","Grinding and Polishing Workers, Hand",2,2.88,2.62,2.75,2.75,3,2.5,0.25,2.25,2.75,1.75,0.75,1.12,2.25,1.5,3,2,2.88,3.5,0.5,1.88,0,3,2.62,3,0.25,2.38,2.38,2.38,1.88,1.75,0.75,2.5,2.88,2.62,"Level"
"410","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.38,2.5,2.62,2.25,2.88,2.75,2.38,1.25,2.38,2.75,2,0.88,1.12,2.12,3,3.38,1.75,3.75,3.88,1.75,1.88,0.88,3.75,3.25,2.5,1,1.75,2.25,2.5,2.38,2.5,1,2.38,2.62,2.38,"Level"
"411","Hairdressers, Hairstylists, and Cosmetologists",2.75,3.12,2.5,2.38,3.5,0.38,1.25,0,3.12,2.38,3,0.5,0.88,2,2,2.75,2.12,0.62,1.62,2,2.75,0,1.62,2.62,0,1.25,3.25,2.88,2.88,1.88,2.25,0.75,2.25,1.25,2.62,"Level"
"412","Hazardous Materials Removal Workers",3,3,3,3,3.62,2.62,2.12,0.88,2.88,3,2.25,1,1.75,2.5,2.12,3.12,2.75,3,3,1.12,2.75,0.25,2.75,3,2.12,1.75,2.75,2.75,2.88,2.12,2,0.5,3,2.75,2.88,"Level"
